Date,Product_ID,Category,Region,Units_Sold,Sales
2022-10-03,1024,Groceries,South,22,3682.5505389112413
2022-10-04,1060,Books,East,24,6680.763913680437
2022-10-05,1045,Groceries,South,64,24906.00764468764
2022-10-06,1053,Groceries,West,41,8359.656089715696
2022-10-07,1033,Books,East,94,44455.50308354735
2022-10-08,1083,Books,West,22,9138.83260589573
2022-10-09,1006,Groceries,West,61,30045.727233245143
2022-10-10,1096,Clothing,West,12,5272.073881323912
2022-10-11,1061,Books,East,90,28097.61436454362
2022-10-12,1056,Electronics,West,4,1213.019404120769
2022-10-13,1098,Groceries,North,83,6097.827575094007
2022-10-14,1092,Clothing,North,80,29118.050556549457
2022-10-15,1075,Books,West,12,3649.2163226449075
2022-10-16,1004,Books,South,33,8527.092111913073
2022-10-17,1075,Clothing,West,21,7343.9219186145
2022-10-18,1092,Electronics,West,73,16613.591338315033
2022-10-19,1034,Groceries,South,72,19201.768889764335
2022-10-20,1083,Books,East,84,17236.18086570203
2022-10-21,1036,Electronics,East,74,26751.868593621213
2022-10-22,1059,Groceries,West,96,42195.78005457266
2022-10-23,1064,Electronics,North,92,38825.28985609773
2022-10-24,1015,Groceries,North,74,29241.27636451374
2022-10-25,1029,Groceries,North,72,1206.4302163317564
2022-10-26,1072,Electronics,West,52,23754.714219597663
2022-10-27,1041,Groceries,North,47,6800.387848259762
2022-10-28,1060,Books,North,97,43175.401509049254
2022-10-29,1073,Books,East,59,6284.347860313875
2022-10-30,1076,Electronics,West,47,10595.0416553117
2022-10-31,1047,Electronics,East,56,21123.50291633051
2022-11-01,1061,Groceries,South,13,4208.576881415589
2022-11-02,1083,Groceries,East,44,9407.276983914508
2022-11-03,1092,Electronics,West,35,11988.399143095774
2022-11-04,1063,Clothing,North,29,8090.572537762747
2022-11-05,1056,Electronics,West,56,8126.204254079005
2022-11-06,1067,Clothing,East,5,1633.5071414679924
2022-11-07,1045,Clothing,West,67,7375.431844690703
2022-11-08,1027,Electronics,West,53,18552.87574221053
2022-11-09,1076,Electronics,East,60,691.4598021233384
2022-11-10,1002,Electronics,East,6,1673.391190459603
2022-11-11,1036,Clothing,South,48,9913.110600120435
2022-11-12,1047,Books,South,80,12681.667933036335
2022-11-13,1018,Books,East,35,9194.391638074034
2022-11-14,1091,Electronics,West,18,5871.648598966533
2022-11-15,1082,Electronics,East,11,5313.033114890576
2022-11-16,1016,Groceries,North,51,21328.281602303563
2022-11-17,1081,Groceries,South,23,8312.279182354547
2022-11-18,1081,Groceries,North,47,11500.60797597074
2022-11-19,1086,Electronics,West,75,15161.296397665019
2022-11-20,1039,Books,North,59,1530.4323140811794
2022-11-21,1049,Books,East,57,10599.576502439217
2022-11-22,1072,Electronics,East,93,39590.546209311135
2022-11-23,1028,Electronics,East,56,11097.634529429397
2022-11-24,1050,Clothing,North,27,6376.769537592198
2022-11-25,1041,Clothing,North,73,10453.517347370844
2022-11-26,1028,Books,North,35,5051.376813649239
2022-11-27,1065,Groceries,East,55,2217.443956032619
2022-11-28,1016,Books,East,9,2796.875311983322
2022-11-29,1030,Clothing,East,18,4131.972134859955
2022-11-30,1091,Books,North,44,13504.515009501532
2022-12-01,1051,Clothing,North,21,5837.466201296896
2022-12-02,1038,Clothing,West,56,22480.295475434476
2022-12-03,1059,Groceries,South,48,18143.800177565838
2022-12-04,1093,Groceries,East,1,388.0123880375609
2022-12-05,1098,Clothing,North,27,6874.932061838367
2022-12-06,1050,Electronics,South,45,8253.083797354167
2022-12-07,1083,Groceries,North,63,29445.187549752256
2022-12-08,1015,Clothing,North,58,2122.346969024463
2022-12-09,1097,Electronics,East,40,3391.377633864514
2022-12-10,1013,Electronics,South,63,13583.023975492868
2022-12-11,1089,Books,North,38,11811.891490816368
2022-12-12,1083,Books,South,29,406.52732600351453
2022-12-13,1041,Groceries,South,40,14498.727258498382
2022-12-14,1050,Electronics,East,19,5391.744113374106
2022-12-15,1023,Groceries,South,88,21780.382954149016
2022-12-16,1081,Clothing,West,56,12180.703865436702
2022-12-17,1042,Groceries,West,44,11640.140404327864
2022-12-18,1072,Electronics,East,65,5802.87564324366
2022-12-19,1018,Books,East,87,5504.381445377765
2022-12-20,1083,Groceries,West,13,1974.9907396492108
2022-12-21,1060,Books,East,30,10729.720442184273
2022-12-22,1093,Groceries,South,49,14614.792090890269
2022-12-23,1062,Clothing,North,75,18394.520897498714
2022-12-24,1025,Electronics,East,63,18272.8522172083
2022-12-25,1094,Groceries,West,71,20166.58627363875
2022-12-26,1034,Clothing,North,35,5615.769022152221
2022-12-27,1066,Clothing,South,11,635.2875556490723
2022-12-28,1055,Clothing,North,49,22021.744671599845
2022-12-29,1039,Books,West,40,12158.260747428725
2022-12-30,1028,Books,North,21,7389.826916715964
2022-12-31,1005,Clothing,West,47,11155.856077170976
2023-01-01,1051,Clothing,East,3,1142.026452565547
2023-01-02,1000,Groceries,East,30,8892.109780486408
2023-01-03,1051,Groceries,West,88,3199.904384830843
2023-01-04,1023,Electronics,East,67,29891.88567197488
2023-01-05,1033,Groceries,South,62,9902.188139416003
2023-01-06,1006,Electronics,North,37,2869.959794648812
2023-01-07,1074,Electronics,West,97,5154.589096186129
2023-01-08,1010,Electronics,West,22,7986.3465832179545
2023-01-09,1035,Books,West,31,11003.279491758225
2023-01-10,1019,Groceries,South,46,16241.65429329112
2023-01-11,1062,Clothing,South,76,34862.633254661516
2023-01-12,1079,Electronics,South,45,8144.193635048215
2023-01-13,1062,Clothing,West,14,3989.372766622213
2023-01-14,1068,Electronics,South,12,3762.634028006775
2023-01-15,1087,Groceries,East,63,30866.6040478467
2023-01-16,1029,Electronics,North,91,14837.51454841201
2023-01-17,1029,Groceries,East,77,36852.37617237567
2023-01-18,1096,Clothing,East,88,7293.424442512285
2023-01-19,1083,Groceries,South,38,14605.707111238418
2023-01-20,1021,Clothing,West,47,15045.362277470105
2023-01-21,1060,Groceries,East,54,22155.06914621679
2023-01-22,1020,Electronics,North,55,1323.0762095938805
2023-01-23,1036,Electronics,South,48,2317.642129926593
2023-01-24,1026,Groceries,East,73,3223.0180351883473
2023-01-25,1034,Clothing,South,72,21639.609589944313
2023-01-26,1037,Clothing,North,15,4581.5800966802035
2023-01-27,1059,Clothing,South,71,32233.389100659624
2023-01-28,1069,Groceries,West,88,21043.063546035344
2023-01-29,1031,Groceries,East,16,693.5045912389173
2023-01-30,1079,Groceries,East,88,9914.907797962866
2023-01-31,1091,Groceries,West,43,600.10010781195
2023-02-01,1079,Clothing,North,7,2734.130821190429
2023-02-02,1026,Clothing,North,43,17614.68013507792
2023-02-03,1002,Books,South,28,13971.742511418346
2023-02-04,1048,Groceries,East,66,13990.36848237707
2023-02-05,1084,Books,North,98,1906.7079867844727
2023-02-06,1029,Groceries,West,60,7501.058515816942
2023-02-07,1021,Books,West,3,894.020235465045
2023-02-08,1018,Clothing,West,1,481.35205385584084
2023-02-09,1030,Clothing,North,31,1883.3581968413657
2023-02-10,1019,Books,West,56,3895.9636732107824
2023-02-11,1018,Electronics,East,87,30785.985542441336
2023-02-12,1001,Groceries,North,84,28302.24238468698
2023-02-13,1039,Books,North,80,10619.849128223857
2023-02-14,1038,Books,East,46,18788.283589467257
2023-02-15,1090,Electronics,West,32,2339.250885886623
2023-02-16,1071,Clothing,North,81,37552.6938191896
2023-02-17,1053,Books,East,18,1953.1016255319566
2023-02-18,1026,Clothing,East,68,3390.661059130526
2023-02-19,1078,Groceries,South,35,6172.803783026607
2023-02-20,1011,Electronics,West,23,2346.9713217843214
2023-02-21,1077,Clothing,West,79,21187.894821144833
2023-02-22,1070,Books,East,13,4505.212443057895
2023-02-23,1016,Electronics,North,78,19543.02272944029
2023-02-24,1089,Electronics,South,14,4671.766296223307
2023-02-25,1083,Electronics,South,37,6986.008926071717
2023-02-26,1009,Electronics,North,5,118.41036323466797
2023-02-27,1018,Electronics,South,22,10720.411259147108
2023-02-28,1081,Groceries,North,28,11522.353282288737
2023-03-01,1029,Groceries,South,4,183.90089520587102
2023-03-02,1029,Electronics,North,50,11504.821705830193
2023-03-03,1024,Books,East,29,9313.620985721338
2023-03-04,1087,Books,East,37,3825.474125481925
2023-03-05,1073,Groceries,South,35,10262.50468487153
2023-03-06,1065,Clothing,South,20,5429.756457553332
2023-03-07,1095,Electronics,East,35,3921.747983370187
2023-03-08,1034,Books,West,99,7840.112103049258
2023-03-09,1050,Groceries,North,84,32078.88784070312
2023-03-10,1070,Groceries,West,2,336.13471722664104
2023-03-11,1070,Clothing,South,58,7515.631971796556
2023-03-12,1026,Clothing,East,18,6688.08707174882
2023-03-13,1009,Books,South,94,34843.323954578555
2023-03-14,1096,Clothing,West,56,8144.461449866128
2023-03-15,1042,Clothing,East,64,28003.746944858132
2023-03-16,1054,Electronics,East,93,32293.56002234664
2023-03-17,1070,Groceries,East,52,9330.07227009279
2023-03-18,1005,Groceries,North,22,4828.338428990623
2023-03-19,1005,Clothing,South,93,34046.160387858254
2023-03-20,1076,Groceries,West,60,6820.564687127464
2023-03-21,1047,Groceries,North,10,2396.927883128598
2023-03-22,1076,Books,West,84,27740.46136734338
2023-03-23,1001,Groceries,North,80,21948.34308194156
2023-03-24,1082,Clothing,East,6,1848.4853369592101
2023-03-25,1050,Books,North,81,22489.17410423338
2023-03-26,1060,Groceries,South,6,645.7286847426591
2023-03-27,1018,Groceries,South,86,18146.053237146265
2023-03-28,1001,Books,West,82,22195.177208287787
2023-03-29,1050,Books,East,96,37654.151399953305
2023-03-30,1025,Groceries,East,28,9251.566133966126
2023-03-31,1069,Electronics,West,42,9199.241651926537
2023-04-01,1019,Electronics,South,74,36071.73791409061
2023-04-02,1022,Groceries,South,41,2575.612030545679
2023-04-03,1053,Groceries,West,63,7014.066292291874
2023-04-04,1014,Books,East,22,3899.349936141338
2023-04-05,1005,Books,West,92,11224.02923061499
2023-04-06,1091,Groceries,West,79,25000.859696360694
2023-04-07,1034,Groceries,North,29,852.0158638681871
2023-04-08,1074,Groceries,West,71,6883.02572487214
2023-04-09,1007,Groceries,South,34,5227.164979392349
2023-04-10,1056,Electronics,West,96,33104.585259731044
2023-04-11,1049,Books,East,2,878.3475849295055
2023-04-12,1048,Clothing,East,26,10432.785156845914
2023-04-13,1087,Groceries,South,75,7441.474296946866
2023-04-14,1020,Groceries,East,89,25547.345125615026
2023-04-15,1035,Groceries,West,19,469.51082815903817
2023-04-16,1070,Clothing,South,20,3243.2603984580396
2023-04-17,1068,Books,East,33,13362.757962374044
2023-04-18,1057,Books,West,81,18935.06217847315
2023-04-19,1062,Groceries,East,94,7846.297304024941
2023-04-20,1092,Groceries,North,82,18441.074868200405
2023-04-21,1015,Books,East,96,10275.468813743219
2023-04-22,1005,Clothing,South,4,810.6552574133672
2023-04-23,1077,Groceries,West,32,7969.228852686184
2023-04-24,1051,Clothing,West,19,3444.386027477675
2023-04-25,1001,Clothing,South,3,1407.3443571377754
2023-04-26,1088,Books,North,92,26278.8658138417
2023-04-27,1094,Groceries,West,61,25804.062024272742
2023-04-28,1076,Electronics,South,38,14544.765546174904
2023-04-29,1017,Books,East,6,2003.8289492472632
2023-04-30,1080,Books,North,56,14194.627253422856
2023-05-01,1091,Electronics,South,40,442.606162119115
2023-05-02,1075,Groceries,East,81,25158.529065912207
2023-05-03,1034,Clothing,West,69,12724.921486014448
2023-05-04,1085,Clothing,West,83,5619.387323809635
2023-05-05,1038,Clothing,North,42,9570.408505136558
2023-05-06,1000,Groceries,East,99,36671.69166396311
2023-05-07,1036,Books,South,86,41385.10226860339
2023-05-08,1020,Books,West,88,17011.402905184175
2023-05-09,1000,Books,South,74,20419.146811042458
2023-05-10,1003,Books,South,2,854.2194956963133
2023-05-11,1095,Books,South,28,4862.472041714203
2023-05-12,1057,Electronics,North,17,1355.002850606892
2023-05-13,1000,Clothing,South,70,10368.546811281234
2023-05-14,1012,Clothing,North,69,31089.342875821596
2023-05-15,1045,Groceries,North,39,3436.002302705719
2023-05-16,1046,Electronics,East,7,1199.2282392532625
2023-05-17,1080,Books,West,32,7605.560068645341
2023-05-18,1075,Books,South,4,1700.3419180422031
2023-05-19,1006,Books,East,21,9859.06968878911
2023-05-20,1050,Electronics,East,32,6996.705655049436
2023-05-21,1002,Groceries,East,82,38265.91366284426
2023-05-22,1049,Electronics,East,97,8644.150778589075
2023-05-23,1025,Groceries,East,14,1216.006722409101
2023-05-24,1030,Clothing,South,70,33259.303113473565
2023-05-25,1099,Groceries,East,75,19480.744907166172
2023-05-26,1061,Clothing,West,46,4650.362608878122
2023-05-27,1025,Groceries,North,20,4982.305631640505
2023-05-28,1066,Clothing,North,93,36620.93235062338
2023-05-29,1054,Clothing,West,58,24081.076793862543
2023-05-30,1027,Books,South,99,42901.148640054744
2023-05-31,1043,Groceries,North,80,23127.179401026806
2023-06-01,1080,Books,West,48,20870.570257932544
2023-06-02,1037,Clothing,West,7,1819.4036161951635
2023-06-03,1029,Books,East,40,12298.374086865115
2023-06-04,1065,Electronics,North,59,22524.589483673262
2023-06-05,1007,Books,East,36,7864.67856341337
2023-06-06,1013,Groceries,South,44,2026.4168627119839
2023-06-07,1098,Books,North,31,5629.026960668427
2023-06-08,1061,Electronics,North,42,13260.771981660864
2023-06-09,1074,Books,West,44,4586.685889427121
2023-06-10,1062,Clothing,North,43,3556.4796089374154
2023-06-11,1078,Clothing,South,43,6605.20707454159
2023-06-12,1065,Clothing,South,47,1209.526976258226
2023-06-13,1095,Groceries,North,6,2245.663320375544
2023-06-14,1039,Books,West,93,12719.6699917226
2023-06-15,1012,Clothing,South,91,6449.790106025974
2023-06-16,1016,Books,East,66,23269.845312257497
2023-06-17,1014,Electronics,South,86,36380.98644857415
2023-06-18,1032,Electronics,North,9,177.65137775044298
2023-06-19,1015,Groceries,East,11,1369.102764295202
2023-06-20,1012,Books,North,80,37853.10713488767
2023-06-21,1085,Electronics,North,77,15305.63854874361
2023-06-22,1022,Groceries,North,18,8458.381999028634
2023-06-23,1035,Groceries,West,25,3609.1035950407977
2023-06-24,1042,Clothing,West,97,11334.754718733926
2023-06-25,1049,Electronics,South,74,8503.57100925713
2023-06-26,1073,Books,North,58,3002.1985292767454
2023-06-27,1080,Electronics,East,30,13477.554641084147
2023-06-28,1093,Electronics,East,1,490.11916109012157
2023-06-29,1012,Books,East,63,30095.686880475463
2023-06-30,1029,Books,West,97,41466.89748599033
2023-07-01,1056,Clothing,West,79,33573.03090516925
2023-07-02,1029,Groceries,North,29,9684.024488471314
2023-07-03,1070,Books,East,66,27379.75144448284
2023-07-04,1009,Books,East,75,8406.581889607005
2023-07-05,1098,Electronics,West,53,10604.091011153729
2023-07-06,1065,Books,West,98,31752.958804013793
2023-07-07,1093,Books,East,19,8334.121106148461
2023-07-08,1082,Electronics,East,66,22019.582413006465
2023-07-09,1038,Electronics,South,84,35374.143805035914
2023-07-10,1036,Electronics,West,52,12596.2336638401
2023-07-11,1002,Clothing,North,31,11205.843775739622
2023-07-12,1088,Groceries,North,60,29411.43570742755
2023-07-13,1033,Books,East,68,5794.238723563528
2023-07-14,1085,Electronics,West,93,43169.77594883511
2023-07-15,1037,Electronics,North,30,7978.750033275971
2023-07-16,1013,Groceries,West,13,4227.29885575047
2023-07-17,1063,Clothing,East,15,6602.337200792269
2023-07-18,1038,Books,East,20,4214.610891012706
2023-07-19,1053,Clothing,East,34,7315.418297668244
2023-07-20,1001,Clothing,West,92,24685.357182527285
2023-07-21,1095,Clothing,North,20,387.2004280691357
2023-07-22,1042,Electronics,South,50,12668.321433112094
2023-07-23,1052,Groceries,North,89,13584.315626398384
2023-07-24,1002,Groceries,West,27,12546.833833043269
2023-07-25,1040,Groceries,North,30,1589.7088916695604
2023-07-26,1007,Clothing,South,56,13163.75347782336
2023-07-27,1089,Books,North,84,39837.78989273217
2023-07-28,1095,Clothing,South,65,29347.97272264351
2023-07-29,1074,Groceries,West,99,35012.41293958943
2023-07-30,1062,Electronics,East,55,16433.280351294212
2023-07-31,1064,Clothing,South,24,3541.3958206822
2023-08-01,1078,Electronics,West,25,4745.224631217571
2023-08-02,1003,Groceries,East,53,2870.8024376646845
2023-08-03,1067,Clothing,South,76,30034.67300851677
2023-08-04,1091,Electronics,East,11,1855.6580490015454
2023-08-05,1009,Clothing,North,94,31698.03426933135
2023-08-06,1074,Groceries,West,60,11113.286449639234
2023-08-07,1049,Books,West,77,18289.18755388099
2023-08-08,1022,Groceries,West,47,13251.706938828376
2023-08-09,1060,Books,West,25,10072.692002784894
2023-08-10,1046,Books,South,25,2836.6656248733348
2023-08-11,1002,Groceries,North,17,3491.715672292704
2023-08-12,1016,Electronics,East,12,884.8796427238873
2023-08-13,1021,Clothing,West,52,2450.377665393687
2023-08-14,1090,Clothing,West,11,3369.194779749788
2023-08-15,1015,Clothing,South,10,1026.546117358623
2023-08-16,1079,Books,South,81,3183.4358810468616
2023-08-17,1002,Books,South,60,26974.679177468322
2023-08-18,1051,Groceries,North,54,14677.959547521576
2023-08-19,1032,Electronics,East,80,6077.425730196997
2023-08-20,1041,Groceries,North,63,2279.2645543058593
2023-08-21,1001,Groceries,West,20,1374.62852345383
2023-08-22,1038,Electronics,South,5,1204.7762387855046
2023-08-23,1045,Books,West,41,13839.466976343156
2023-08-24,1047,Groceries,East,63,20426.315914819228
2023-08-25,1026,Groceries,East,56,4522.969487097839
2023-08-26,1014,Books,North,32,10253.106764815275
2023-08-27,1006,Clothing,North,27,5626.37220839884
2023-08-28,1056,Electronics,South,68,16165.262892858174
2023-08-29,1041,Electronics,South,48,19329.64315488986
2023-08-30,1008,Clothing,West,7,1210.4728482911596
2023-08-31,1005,Electronics,South,46,3773.3585230619938
2023-09-01,1056,Clothing,South,78,34163.37876490554
2023-09-02,1075,Groceries,West,88,10027.070431356495
2023-09-03,1029,Electronics,East,18,2773.343458291949
2023-09-04,1054,Electronics,South,38,13536.70689676683
2023-09-05,1083,Groceries,South,65,22421.07759828479
2023-09-06,1083,Books,West,17,6837.332177294293
2023-09-07,1053,Books,West,90,9008.518887854201
2023-09-08,1026,Groceries,West,86,15705.074704260527
2023-09-09,1083,Electronics,West,82,5877.98854126257
2023-09-10,1058,Electronics,West,38,10454.148920279411
2023-09-11,1006,Electronics,South,92,14109.08231164465
2023-09-12,1039,Clothing,North,85,29544.169448006636
2023-09-13,1093,Books,North,63,640.6306396827829
2023-09-14,1071,Electronics,North,97,3806.732916783802
2023-09-15,1001,Books,South,94,20863.727441920957
2023-09-16,1013,Books,East,42,20139.4299299772
2023-09-17,1009,Electronics,South,8,3572.137438447997
2023-09-18,1049,Groceries,North,30,14911.932712511152
2023-09-19,1017,Groceries,North,64,13711.795851736448
2023-09-20,1017,Books,West,9,295.3670244672443
2023-09-21,1015,Clothing,West,97,15512.095430199306
2023-09-22,1051,Books,West,57,19444.279901218466
2023-09-23,1068,Books,South,59,4497.585740375976
2023-09-24,1051,Groceries,East,93,14599.732186093248
2023-09-25,1030,Electronics,East,95,3564.534959563172
2023-09-26,1083,Electronics,West,67,16263.16787035139
2023-09-27,1022,Clothing,East,75,8427.834905294481
2023-09-28,1095,Groceries,North,5,273.55766590255575
2023-09-29,1041,Groceries,North,95,20092.0959314094
2023-09-30,1080,Books,West,84,15296.43764404022
2023-10-01,1061,Groceries,West,4,1093.534764413165
2023-10-02,1076,Books,West,8,3016.2315288294653
2023-10-03,1049,Clothing,East,42,2736.6645956574775
2023-10-04,1076,Groceries,South,35,13917.803872101647
2023-10-05,1080,Groceries,West,13,297.46717180489736
2023-10-06,1014,Books,East,5,1135.599661114827
2023-10-07,1089,Groceries,West,40,11913.633622963287
2023-10-08,1043,Electronics,South,19,9099.657646931515
2023-10-09,1091,Clothing,West,82,23880.227219622524
2023-10-10,1041,Electronics,North,97,8515.3491561891
2023-10-11,1044,Books,West,4,1054.3819384740618
2023-10-12,1093,Books,North,59,12032.113913303843
2023-10-13,1034,Books,North,18,4407.916106234149
2023-10-14,1021,Clothing,East,24,2557.860892390866
2023-10-15,1073,Groceries,East,93,23752.68831812466
2023-10-16,1074,Electronics,North,31,2589.104019578419
2023-10-17,1037,Groceries,North,58,21725.70435323452
2023-10-18,1096,Books,West,28,8428.393890295203
2023-10-19,1069,Groceries,West,9,436.3071199197643
2023-10-20,1063,Clothing,North,45,20065.999017834005
2023-10-21,1006,Books,East,90,28082.340563549653
2023-10-22,1043,Groceries,West,49,8079.730393619233
2023-10-23,1075,Electronics,West,2,64.72955153676409
2023-10-24,1006,Books,West,6,1918.7464855686012
2023-10-25,1065,Books,East,29,5596.586113759867
2023-10-26,1059,Clothing,North,26,11823.054656151931
2023-10-27,1000,Clothing,West,28,758.5238648384748
2023-10-28,1061,Electronics,East,7,204.12135322389466
2023-10-29,1086,Groceries,East,34,16155.326119869544
2023-10-30,1088,Groceries,East,56,27036.141069445654
2023-10-31,1017,Books,East,10,235.93691118592915
2023-11-01,1006,Books,West,57,20568.80825191128
2023-11-02,1053,Groceries,North,47,5571.026449133196
2023-11-03,1066,Groceries,North,86,30416.691171295093
2023-11-04,1092,Groceries,East,27,11763.334899785124
2023-11-05,1009,Books,North,39,2316.8895610580826
2023-11-06,1060,Clothing,West,22,2793.901972694813
2023-11-07,1058,Clothing,North,19,414.1630921196669
2023-11-08,1058,Electronics,North,9,283.2896184099839
2023-11-09,1068,Groceries,South,19,465.7422600074777
2023-11-10,1062,Groceries,North,2,804.6687092978862
2023-11-11,1097,Groceries,North,92,14367.033943659411
2023-11-12,1007,Electronics,East,61,15352.089928806754
2023-11-13,1077,Groceries,East,59,23366.57766058974
2023-11-14,1054,Clothing,South,86,21716.9259464611
2023-11-15,1005,Groceries,West,70,15421.424948023647
2023-11-16,1000,Electronics,South,71,1112.6318537682719
2023-11-17,1055,Books,North,70,20183.754937010737
2023-11-18,1096,Books,North,33,2347.095573476687
2023-11-19,1074,Clothing,West,78,30004.85576303302
2023-11-20,1087,Clothing,West,65,8858.946503508374
2023-11-21,1009,Clothing,East,25,8508.795782406023
2023-11-22,1022,Books,North,70,22865.467004386504
2023-11-23,1015,Groceries,North,28,8740.789272199876
2023-11-24,1015,Electronics,North,18,2534.516706478039
2023-11-25,1055,Electronics,North,63,8875.06142140979
2023-11-26,1094,Groceries,North,91,39393.3122570489
2023-11-27,1005,Books,North,49,797.504056456552
2023-11-28,1029,Books,North,66,6530.441965900998
2023-11-29,1062,Electronics,North,40,12359.349985782908
2023-11-30,1000,Clothing,East,85,34879.97649589202
2023-12-01,1050,Clothing,South,87,16146.269034723964
2023-12-02,1088,Electronics,North,66,21792.361451473273
2023-12-03,1045,Electronics,East,80,22640.53164911326
2023-12-04,1020,Groceries,North,4,166.4986047847894
2023-12-05,1098,Groceries,West,34,10698.358280865097
2023-12-06,1037,Groceries,North,5,2044.0635070676092
2023-12-07,1068,Groceries,South,98,48637.36834077763
2023-12-08,1062,Groceries,East,22,539.5199831855725
2023-12-09,1049,Groceries,West,20,6668.570091321907
2023-12-10,1011,Clothing,West,47,10017.076208997569
2023-12-11,1068,Electronics,North,77,1139.2970408851252
2023-12-12,1072,Books,South,34,10575.253322183798
2023-12-13,1043,Groceries,South,44,3079.5325568595017
2023-12-14,1051,Clothing,North,6,1172.9865395560616
2023-12-15,1008,Electronics,North,56,7731.9130178817595
2023-12-16,1098,Electronics,East,29,5422.131946272321
2023-12-17,1064,Electronics,East,97,24387.820988740135
2023-12-18,1009,Groceries,North,53,9858.671558752692
2023-12-19,1045,Groceries,North,1,280.83861658887423
2023-12-20,1099,Books,West,59,7489.362544631802
2023-12-21,1057,Groceries,South,48,15423.708769915535
2023-12-22,1036,Electronics,East,7,2998.4071041482475
2023-12-23,1051,Electronics,North,86,10302.18535700705
2023-12-24,1098,Clothing,North,32,8283.51474461616
2023-12-25,1080,Clothing,East,78,25572.923565496745
2023-12-26,1012,Books,West,61,17486.675061969006
2023-12-27,1005,Clothing,West,57,10782.589032148871
2023-12-28,1057,Books,North,51,16558.57070306365
2023-12-29,1047,Clothing,South,88,2097.976411778487
2023-12-30,1031,Electronics,South,19,3633.8270198867913
2023-12-31,1010,Groceries,North,27,7316.459599700472
2024-01-01,1080,Groceries,East,63,1266.3282132631423
2024-01-02,1004,Books,South,60,15524.875592718414
2024-01-03,1005,Groceries,East,61,20165.66583228463
2024-01-04,1073,Groceries,East,61,23302.71808464292
2024-01-05,1096,Clothing,East,87,5703.137090484018
2024-01-06,1093,Electronics,West,45,22291.95549136187
2024-01-07,1020,Groceries,South,21,6447.465646738133
2024-01-08,1041,Electronics,West,44,8270.458168721834
2024-01-09,1080,Clothing,South,93,12281.161377592449
2024-01-10,1026,Clothing,North,1,290.71946222487315
2024-01-11,1002,Groceries,East,95,41993.67717560387
2024-01-12,1059,Groceries,South,91,24122.011013943455
2024-01-13,1092,Clothing,South,44,14701.337518842944
2024-01-14,1065,Clothing,North,62,11486.81783324222
2024-01-15,1092,Books,West,61,12211.871890979392
2024-01-16,1048,Books,South,91,13670.547966368664
2024-01-17,1099,Electronics,South,79,28105.21966499456
2024-01-18,1033,Clothing,West,89,16554.169204496404
2024-01-19,1036,Electronics,West,79,8172.6320004363715
2024-01-20,1041,Clothing,South,83,15853.521229330896
2024-01-21,1064,Electronics,West,50,21418.766591902528
2024-01-22,1059,Books,North,75,27880.762601451937
2024-01-23,1089,Clothing,North,41,7132.934565272999
2024-01-24,1000,Clothing,East,33,14993.100961409478
2024-01-25,1058,Electronics,South,87,4060.1152350576167
2024-01-26,1003,Electronics,North,12,412.5522935122222
2024-01-27,1013,Groceries,North,2,144.92094768953643
2024-01-28,1017,Groceries,North,21,1408.319437785026
2024-01-29,1033,Books,East,14,742.5434009846559
2024-01-30,1000,Clothing,West,34,11357.967915886553
2024-01-31,1052,Clothing,East,79,24048.608516461456
2024-02-01,1021,Electronics,East,85,27822.769515728414
2024-02-02,1079,Books,East,64,22227.159458521262
2024-02-03,1060,Clothing,East,23,8760.034810457262
2024-02-04,1021,Books,South,85,9478.919029808992
2024-02-05,1049,Groceries,South,50,15746.436074252597
2024-02-06,1015,Electronics,North,14,4119.133803047521
2024-02-07,1027,Clothing,East,85,40153.44007471469
2024-02-08,1091,Electronics,East,76,9413.374050684513
2024-02-09,1085,Groceries,North,46,1783.6149407974297
2024-02-10,1069,Books,West,5,1651.0629208006308
2024-02-11,1088,Books,South,66,24597.18965325526
2024-02-12,1041,Groceries,East,22,3272.852942605396
2024-02-13,1065,Groceries,West,70,20280.101181230642
2024-02-14,1070,Clothing,West,2,78.34534422346758
2024-02-15,1080,Clothing,East,29,13932.237193001387
2024-02-16,1034,Clothing,East,61,3895.6574519121496
2024-02-17,1019,Clothing,West,71,3060.7789527279306
2024-02-18,1001,Clothing,South,16,505.82365043781334
2024-02-19,1006,Books,South,64,14039.24698794514
2024-02-20,1095,Clothing,East,97,5588.002606520242
2024-02-21,1048,Groceries,East,97,36363.130892618494
2024-02-22,1082,Groceries,North,14,6306.276741897143
2024-02-23,1075,Clothing,North,43,5912.812904084738
2024-02-24,1008,Groceries,South,76,24175.510960922096
2024-02-25,1026,Electronics,North,43,1322.0710785390006
2024-02-26,1077,Books,West,70,13959.161379062882
2024-02-27,1001,Books,West,55,8444.78995687728
2024-02-28,1084,Clothing,West,76,9273.775151438962
2024-02-29,1067,Electronics,West,31,10103.34980745994
2024-03-01,1059,Clothing,East,76,5609.688722391892
2024-03-02,1084,Clothing,West,74,31949.363574748797
2024-03-03,1085,Groceries,South,40,13430.7837648272
2024-03-04,1048,Books,North,27,9673.026414043008
2024-03-05,1001,Electronics,South,52,24352.572984597384
2024-03-06,1016,Groceries,East,7,3302.3389492536253
2024-03-07,1082,Books,North,46,12894.243378885574
2024-03-08,1087,Books,North,33,8340.291645514304
2024-03-09,1019,Clothing,North,91,15864.66591083792
2024-03-10,1075,Electronics,West,8,2885.040711993676
